dataInicial,dataFinal,percentual,fator,taxa,valorBase,valorCalculado
08/11/2015,09/11/2015,100.00,1.00000000,0.00,1000.00,1000.00
09/11/2015,10/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
10/11/2015,11/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
11/11/2015,12/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
12/11/2015,13/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
13/11/2015,14/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
14/11/2015,15/11/2015,100.00,1.00000000,0.00,1000.00,1000.00
15/11/2015,16/11/2015,100.00,1.00000000,0.00,1000.00,1000.00
16/11/2015,17/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
17/11/2015,18/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
18/11/2015,19/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
19/11/2015,20/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
20/11/2015,21/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
21/11/2015,22/11/2015,100.00,1.00000000,0.00,1000.00,1000.00
22/11/2015,23/11/2015,100.00,1.00000000,0.00,1000.00,1000.00
23/11/2015,24/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
24/11/2015,25/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
25/11/2015,26/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
26/11/2015,27/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
27/11/2015,28/11/2015,100.00,1.00052496,0.05,1000.00,1000.52
28/11/2015,29/11/2015,100.00,1.00000000,0.00,1000.00,1000.00
29/11/2015,30/11/2015,100.00,1.00000000,0.00,1000.00,1000.00
30/11/2015,01/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
01/12/2015,02/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
02/12/2015,03/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
03/12/2015,04/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
04/12/2015,05/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
05/12/2015,06/12/2015,100.00,1.00000000,0.00,1000.00,1000.00
06/12/2015,07/12/2015,100.00,1.00000000,0.00,1000.00,1000.00
07/12/2015,08/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
08/12/2015,09/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
09/12/2015,10/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
10/12/2015,11/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
11/12/2015,12/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
12/12/2015,13/12/2015,100.00,1.00000000,0.00,1000.00,1000.00
13/12/2015,14/12/2015,100.00,1.00000000,0.00,1000.00,1000.00
14/12/2015,15/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
15/12/2015,16/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
16/12/2015,17/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
17/12/2015,18/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
18/12/2015,19/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
19/12/2015,20/12/2015,100.00,1.00000000,0.00,1000.00,1000.00
20/12/2015,21/12/2015,100.00,1.00000000,0.00,1000.00,1000.00
21/12/2015,22/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
22/12/2015,23/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
23/12/2015,24/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
24/12/2015,25/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
25/12/2015,26/12/2015,100.00,1.00000000,0.00,1000.00,1000.00
26/12/2015,27/12/2015,100.00,1.00000000,0.00,1000.00,1000.00
27/12/2015,28/12/2015,100.00,1.00000000,0.00,1000.00,1000.00
28/12/2015,29/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
29/12/2015,30/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
30/12/2015,31/12/2015,100.00,1.00052496,0.05,1000.00,1000.52
31/12/2015,01/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
01/01/2016,02/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
02/01/2016,03/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
03/01/2016,04/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
04/01/2016,05/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
05/01/2016,06/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
06/01/2016,07/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
07/01/2016,08/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
08/01/2016,09/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
09/01/2016,10/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
10/01/2016,11/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
11/01/2016,12/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
12/01/2016,13/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
13/01/2016,14/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
14/01/2016,15/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
15/01/2016,16/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
16/01/2016,17/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
17/01/2016,18/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
18/01/2016,19/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
19/01/2016,20/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
20/01/2016,21/01/2016,100.00,1.00052496,0.05,1000.00,1000.52
21/01/2016,22/01/2016,100.00,1.00052461,0.05,1000.00,1000.52
22/01/2016,23/01/2016,100.00,1.00052461,0.05,1000.00,1000.52
23/01/2016,24/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
24/01/2016,25/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
25/01/2016,26/01/2016,100.00,1.00052461,0.05,1000.00,1000.52
26/01/2016,27/01/2016,100.00,1.00052461,0.05,1000.00,1000.52
27/01/2016,28/01/2016,100.00,1.00052461,0.05,1000.00,1000.52
28/01/2016,29/01/2016,100.00,1.00052461,0.05,1000.00,1000.52
29/01/2016,30/01/2016,100.00,1.00052461,0.05,1000.00,1000.52
30/01/2016,31/01/2016,100.00,1.00000000,0.00,1000.00,1000.00
31/01/2016,01/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
01/02/2016,02/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
02/02/2016,03/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
03/02/2016,04/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
04/02/2016,05/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
05/02/2016,06/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
06/02/2016,07/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
07/02/2016,08/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
08/02/2016,09/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
09/02/2016,10/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
10/02/2016,11/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
11/02/2016,12/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
12/02/2016,13/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
13/02/2016,14/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
14/02/2016,15/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
15/02/2016,16/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
16/02/2016,17/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
17/02/2016,18/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
18/02/2016,19/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
19/02/2016,20/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
20/02/2016,21/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
21/02/2016,22/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
22/02/2016,23/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
23/02/2016,24/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
24/02/2016,25/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
25/02/2016,26/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
26/02/2016,27/02/2016,100.00,1.00052461,0.05,1000.00,1000.52
27/02/2016,28/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
28/02/2016,29/02/2016,100.00,1.00000000,0.00,1000.00,1000.00
29/02/2016,01/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
01/03/2016,02/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
02/03/2016,03/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
03/03/2016,04/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
04/03/2016,05/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
05/03/2016,06/03/2016,100.00,1.00000000,0.00,1000.00,1000.00
06/03/2016,07/03/2016,100.00,1.00000000,0.00,1000.00,1000.00
07/03/2016,08/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
08/03/2016,09/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
09/03/2016,10/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
10/03/2016,11/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
11/03/2016,12/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
12/03/2016,13/03/2016,100.00,1.00000000,0.00,1000.00,1000.00
13/03/2016,14/03/2016,100.00,1.00000000,0.00,1000.00,1000.00
14/03/2016,15/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
15/03/2016,16/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
16/03/2016,17/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
17/03/2016,18/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
18/03/2016,19/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
19/03/2016,20/03/2016,100.00,1.00000000,0.00,1000.00,1000.00
20/03/2016,21/03/2016,100.00,1.00000000,0.00,1000.00,1000.00
21/03/2016,22/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
22/03/2016,23/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
23/03/2016,24/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
24/03/2016,25/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
25/03/2016,26/03/2016,100.00,1.00000000,0.00,1000.00,1000.00
26/03/2016,27/03/2016,100.00,1.00000000,0.00,1000.00,1000.00
27/03/2016,28/03/2016,100.00,1.00000000,0.00,1000.00,1000.00
28/03/2016,29/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
29/03/2016,30/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
30/03/2016,31/03/2016,100.00,1.00052461,0.05,1000.00,1000.52
31/03/2016,01/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
01/04/2016,02/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
02/04/2016,03/04/2016,100.00,1.00000000,0.00,1000.00,1000.00
03/04/2016,04/04/2016,100.00,1.00000000,0.00,1000.00,1000.00
04/04/2016,05/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
05/04/2016,06/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
06/04/2016,07/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
07/04/2016,08/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
08/04/2016,09/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
09/04/2016,10/04/2016,100.00,1.00000000,0.00,1000.00,1000.00
10/04/2016,11/04/2016,100.00,1.00000000,0.00,1000.00,1000.00
11/04/2016,12/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
12/04/2016,13/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
13/04/2016,14/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
14/04/2016,15/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
15/04/2016,16/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
16/04/2016,17/04/2016,100.00,1.00000000,0.00,1000.00,1000.00
17/04/2016,18/04/2016,100.00,1.00000000,0.00,1000.00,1000.00
18/04/2016,19/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
19/04/2016,20/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
20/04/2016,21/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
21/04/2016,22/04/2016,100.00,1.00000000,0.00,1000.00,1000.00
22/04/2016,23/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
23/04/2016,24/04/2016,100.00,1.00000000,0.00,1000.00,1000.00
24/04/2016,25/04/2016,100.00,1.00000000,0.00,1000.00,1000.00
25/04/2016,26/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
26/04/2016,27/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
27/04/2016,28/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
28/04/2016,29/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
29/04/2016,30/04/2016,100.00,1.00052461,0.05,1000.00,1000.52
30/04/2016,01/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
01/05/2016,02/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
02/05/2016,03/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
03/05/2016,04/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
04/05/2016,05/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
05/05/2016,06/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
06/05/2016,07/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
07/05/2016,08/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
08/05/2016,09/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
09/05/2016,10/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
10/05/2016,11/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
11/05/2016,12/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
12/05/2016,13/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
13/05/2016,14/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
14/05/2016,15/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
15/05/2016,16/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
16/05/2016,17/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
17/05/2016,18/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
18/05/2016,19/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
19/05/2016,20/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
20/05/2016,21/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
21/05/2016,22/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
22/05/2016,23/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
23/05/2016,24/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
24/05/2016,25/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
25/05/2016,26/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
26/05/2016,27/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
27/05/2016,28/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
28/05/2016,29/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
29/05/2016,30/05/2016,100.00,1.00000000,0.00,1000.00,1000.00
30/05/2016,31/05/2016,100.00,1.00052461,0.05,1000.00,1000.52
31/05/2016,01/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
01/06/2016,02/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
02/06/2016,03/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
03/06/2016,04/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
04/06/2016,05/06/2016,100.00,1.00000000,0.00,1000.00,1000.00
05/06/2016,06/06/2016,100.00,1.00000000,0.00,1000.00,1000.00
06/06/2016,07/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
07/06/2016,08/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
08/06/2016,09/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
09/06/2016,10/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
10/06/2016,11/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
11/06/2016,12/06/2016,100.00,1.00000000,0.00,1000.00,1000.00
12/06/2016,13/06/2016,100.00,1.00000000,0.00,1000.00,1000.00
13/06/2016,14/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
14/06/2016,15/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
15/06/2016,16/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
16/06/2016,17/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
17/06/2016,18/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
18/06/2016,19/06/2016,100.00,1.00000000,0.00,1000.00,1000.00
19/06/2016,20/06/2016,100.00,1.00000000,0.00,1000.00,1000.00
20/06/2016,21/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
21/06/2016,22/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
22/06/2016,23/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
23/06/2016,24/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
24/06/2016,25/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
25/06/2016,26/06/2016,100.00,1.00000000,0.00,1000.00,1000.00
26/06/2016,27/06/2016,100.00,1.00000000,0.00,1000.00,1000.00
27/06/2016,28/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
28/06/2016,29/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
29/06/2016,30/06/2016,100.00,1.00052461,0.05,1000.00,1000.52
30/06/2016,01/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
01/07/2016,02/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
02/07/2016,03/07/2016,100.00,1.00000000,0.00,1000.00,1000.00
03/07/2016,04/07/2016,100.00,1.00000000,0.00,1000.00,1000.00
04/07/2016,05/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
05/07/2016,06/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
06/07/2016,07/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
07/07/2016,08/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
08/07/2016,09/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
09/07/2016,10/07/2016,100.00,1.00000000,0.00,1000.00,1000.00
10/07/2016,11/07/2016,100.00,1.00000000,0.00,1000.00,1000.00
11/07/2016,12/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
12/07/2016,13/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
13/07/2016,14/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
14/07/2016,15/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
15/07/2016,16/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
16/07/2016,17/07/2016,100.00,1.00000000,0.00,1000.00,1000.00
17/07/2016,18/07/2016,100.00,1.00000000,0.00,1000.00,1000.00
18/07/2016,19/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
19/07/2016,20/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
20/07/2016,21/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
21/07/2016,22/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
22/07/2016,23/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
23/07/2016,24/07/2016,100.00,1.00000000,0.00,1000.00,1000.00
24/07/2016,25/07/2016,100.00,1.00000000,0.00,1000.00,1000.00
25/07/2016,26/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
26/07/2016,27/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
27/07/2016,28/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
28/07/2016,29/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
29/07/2016,30/07/2016,100.00,1.00052461,0.05,1000.00,1000.52
30/07/2016,31/07/2016,100.00,1.00000000,0.00,1000.00,1000.00
31/07/2016,01/08/2016,100.00,1.00000000,0.00,1000.00,1000.00
01/08/2016,02/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
02/08/2016,03/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
03/08/2016,04/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
04/08/2016,05/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
05/08/2016,06/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
06/08/2016,07/08/2016,100.00,1.00000000,0.00,1000.00,1000.00
07/08/2016,08/08/2016,100.00,1.00000000,0.00,1000.00,1000.00
08/08/2016,09/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
09/08/2016,10/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
10/08/2016,11/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
11/08/2016,12/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
12/08/2016,13/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
13/08/2016,14/08/2016,100.00,1.00000000,0.00,1000.00,1000.00
14/08/2016,15/08/2016,100.00,1.00000000,0.00,1000.00,1000.00
15/08/2016,16/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
16/08/2016,17/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
17/08/2016,18/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
18/08/2016,19/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
19/08/2016,20/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
20/08/2016,21/08/2016,100.00,1.00000000,0.00,1000.00,1000.00
21/08/2016,22/08/2016,100.00,1.00000000,0.00,1000.00,1000.00
22/08/2016,23/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
23/08/2016,24/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
24/08/2016,25/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
25/08/2016,26/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
26/08/2016,27/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
27/08/2016,28/08/2016,100.00,1.00000000,0.00,1000.00,1000.00
28/08/2016,29/08/2016,100.00,1.00000000,0.00,1000.00,1000.00
29/08/2016,30/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
30/08/2016,31/08/2016,100.00,1.00052461,0.05,1000.00,1000.52
31/08/2016,01/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
01/09/2016,02/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
02/09/2016,03/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
03/09/2016,04/09/2016,100.00,1.00000000,0.00,1000.00,1000.00
04/09/2016,05/09/2016,100.00,1.00000000,0.00,1000.00,1000.00
05/09/2016,06/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
06/09/2016,07/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
07/09/2016,08/09/2016,100.00,1.00000000,0.00,1000.00,1000.00
08/09/2016,09/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
09/09/2016,10/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
10/09/2016,11/09/2016,100.00,1.00000000,0.00,1000.00,1000.00
11/09/2016,12/09/2016,100.00,1.00000000,0.00,1000.00,1000.00
12/09/2016,13/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
13/09/2016,14/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
14/09/2016,15/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
15/09/2016,16/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
16/09/2016,17/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
17/09/2016,18/09/2016,100.00,1.00000000,0.00,1000.00,1000.00
18/09/2016,19/09/2016,100.00,1.00000000,0.00,1000.00,1000.00
19/09/2016,20/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
20/09/2016,21/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
21/09/2016,22/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
22/09/2016,23/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
23/09/2016,24/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
24/09/2016,25/09/2016,100.00,1.00000000,0.00,1000.00,1000.00
25/09/2016,26/09/2016,100.00,1.00000000,0.00,1000.00,1000.00
26/09/2016,27/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
27/09/2016,28/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
28/09/2016,29/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
29/09/2016,30/09/2016,100.00,1.00052461,0.05,1000.00,1000.52
30/09/2016,01/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
01/10/2016,02/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
02/10/2016,03/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
03/10/2016,04/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
04/10/2016,05/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
05/10/2016,06/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
06/10/2016,07/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
07/10/2016,08/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
08/10/2016,09/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
09/10/2016,10/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
10/10/2016,11/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
11/10/2016,12/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
12/10/2016,13/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
13/10/2016,14/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
14/10/2016,15/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
15/10/2016,16/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
16/10/2016,17/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
17/10/2016,18/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
18/10/2016,19/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
19/10/2016,20/10/2016,100.00,1.00052461,0.05,1000.00,1000.52
20/10/2016,21/10/2016,100.00,1.00051591,0.05,1000.00,1000.51
21/10/2016,22/10/2016,100.00,1.00051591,0.05,1000.00,1000.51
22/10/2016,23/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
23/10/2016,24/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
24/10/2016,25/10/2016,100.00,1.00051591,0.05,1000.00,1000.51
25/10/2016,26/10/2016,100.00,1.00051591,0.05,1000.00,1000.51
26/10/2016,27/10/2016,100.00,1.00051591,0.05,1000.00,1000.51
27/10/2016,28/10/2016,100.00,1.00051591,0.05,1000.00,1000.51
28/10/2016,29/10/2016,100.00,1.00051591,0.05,1000.00,1000.51
29/10/2016,30/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
30/10/2016,31/10/2016,100.00,1.00000000,0.00,1000.00,1000.00
31/10/2016,01/11/2016,100.00,1.00051591,0.05,1000.00,1000.51
01/11/2016,02/11/2016,100.00,1.00051591,0.05,1000.00,1000.51
02/11/2016,03/11/2016,100.00,1.00000000,0.00,1000.00,1000.00
03/11/2016,04/11/2016,100.00,1.00051591,0.05,1000.00,1000.51
04/11/2016,05/11/2016,100.00,1.00051591,0.05,1000.00,1000.51
05/11/2016,06/11/2016,100.00,1.00000000,0.00,1000.00,1000.00
06/11/2016,07/11/2016,100.00,1.00000000,0.00,1000.00,1000.00
07/11/2016,08/11/2016,100.00,1.00051591,0.05,1000.00,1000.51
08/11/2016,09/11/2016,100.00,1.00051591,0.05,1000.00,1000.51
